Ideal_Sum	Received_Signal
288.973168208378	280.682288045869
293.242462241007	325.395388075099
307.581077564689	292.470634284841
296.018263912474	291.337121633791
306.824139275598	301.227048827269
295.524097566697	270.910341642276
298.196679103149	316.200933271216
296.369435194427	308.304006820574
294.401188017836	323.893745714015
299.10898196968	245.550168835267
300.869699846662	249.033394645948
290.624679121772	265.826180091043
292.78856935948	286.288911741519
301.310210656885	334.092349231291
297.824195591203	320.524382142139
296.191978771381	294.573543764088
297.696799417931	329.457789393289
300.289848832043	312.537748394542
302.445290512417	349.521920744825
298.755124181818	271.026431958086
292.62913479143	285.463984443327
297.083087217244	246.049914372783
300.134587207715	297.689230940105
297.489348292039	279.190096621208
297.734722391162	286.188497891216
301.034119899623	288.794972502615
301.409069183252	295.578471188654
294.041327616862	285.482496260309
297.240774921105	329.264378139132
297.235577883866	334.162976695721
296.416868688774	259.616345684755
297.525242635096	280.6697779988
300.530870672351	292.203823999152
294.099070678964	242.81928310864
298.116622215933	299.318553478564
294.302190780353	274.272142574963
293.63562828225	340.922118963459
298.537447637356	281.005973967989
296.271121263434	276.881491406249
297.287196562968	303.488579832473
296.841517638778	239.49526901682
298.336782841191	294.905214334262
290.166154532249	284.233229775627
295.17821290607	280.942537277092
295.908600657707	304.073013809285
297.877030590815	336.258245034022
297.246137076935	261.274577811227
291.808340013047	263.702054255872
298.119473890299	309.594758659834
300.011209016102	263.815685429361
300.572919356982	277.913361858321
302.937372243065	323.339795394501
294.249148329386	306.004177001434
297.451206825875	327.854562607758
293.031543245519	301.649898199276
294.500552096336	335.733105586545
298.177125685542	300.700828167949
299.612892085256	284.387009262274
304.403291069549	261.97010309257
298.43008593021	283.102290677093
301.59237150635	284.69588116811
296.956809227453	264.066451955576
302.142635132493	288.673641734089
297.43223709262	292.668741567195
295.84697421485	321.772522879799
298.573790634238	290.985741846586
296.337244569106	293.179305192369
301.147109561895	302.065460783305
299.354544355088	320.92335066842
293.658489353083	278.147967003384
298.363367099067	312.014354909178
294.65275469595	285.680840580899
297.500863255951	344.620333019603
298.753661132625	286.659444803814
294.323954667862	322.553975194633
293.452317617724	321.588848206779
303.450748463268	278.439778621788
297.609506926165	300.680305775504
293.951353089587	330.433573397153
298.775781218749	287.975527906329
300.592971746391	298.437059607029
298.582080512647	308.0836175666
297.75204168686	314.834239774806
298.501047212394	333.161738236915
292.648391519059	229.569213524844
299.94235805592	286.3359088283
